rank,hashtag,posts,views,category,engagement_score,sentiment_polarity,sentiment_label,scraped_at,original_text
3,#florincercel,623,N/A,General,5.5,0.0,Neutral,2025-09-12T15:35:03.227455,3# florincercel623 Posts
29,#perdoname,897,N/A,General,5.8,0.0,Neutral,2025-09-12T15:35:03.226969,29# perdoname897 Posts
1,#scoala,7K,N/A,General,6.3,0.0,Neutral,2025-09-12T15:35:03.226170,1# scoala7K Posts
